Indicador,Valor
Reducción del total de huéspedes,14.226715157492448
Reducción de la media diaria,14.226715157492443
Correlación de Pearson,0.9064626991801908
Correlación de Spearman,0.9046902092883491
Diferencia diaria absoluta media,26.194199243379572
Diferencia diaria máxima,213.0
